"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2022-01-01 ~ 2022-12-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 수원시 팔달구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"22","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,760","-","12","-","-","2023","효원로93번길 33","-","직거래","-","-"
"23","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,760","-","13","-","-","2023","효원로93번길 33","-","직거래","-","-"
"24","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,760","-","14","-","-","2023","효원로93번길 33","-","직거래","-","-"
"25","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","21,470","-","1","-","-","2023","효원로93번길 33","-","직거래","-","-"
"26","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","5","-","-","2023","효원로93번길 33","-","직거래","-","-"
"27","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","22,490","-","2","-","-","2023","효원로93번길 33","-","직거래","-","-"
"28","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,000","-","3","-","-","2023","효원로93번길 33","-","직거래","-","-"
"29","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,250","-","4","-","-","2023","효원로93번길 33","-","직거래","-","-"
"30","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,250","-","4","-","-","2023","효원로93번길 33","-","직거래","-","-"
"31","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,000","-","3","-","-","2023","효원로93번길 33","-","직거래","-","-"
"32","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","5","-","-","2023","효원로93번길 33","-","직거래","-","-"
"33","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","6","-","-","2023","효원로93번길 33","-","직거래","-","-"
"34","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","7","-","-","2023","효원로93번길 33","-","직거래","-","-"
"35","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","8","-","-","2023","효원로93번길 33","-","직거래","-","-"
"36","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","9","-","-","2023","효원로93번길 33","-","직거래","-","-"
"37","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","10","-","-","2023","효원로93번길 33","-","직거래","-","-"
"38","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,760","-","11","-","-","2023","효원로93번길 33","-","직거래","-","-"
"39","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","22,490","-","2","-","-","2023","효원로93번길 33","-","직거래","-","-"
"40","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,760","-","12","-","-","2023","효원로93번길 33","-","직거래","-","-"
"41","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","8","-","-","2023","효원로93번길 33","-","직거래","-","-"
"42","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,760","-","13","-","-","2023","효원로93번길 33","-","직거래","-","-"
"43","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","10","-","-","2023","효원로93번길 33","-","직거래","-","-"
"44","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","19,690","-","1","-","-","2023","효원로93번길 33","-","직거래","-","-"
"45","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","20,620","-","2","-","-","2023","효원로93번길 33","-","직거래","-","-"
"46","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,100","-","3","-","-","2023","효원로93번길 33","-","직거래","-","-"
"47","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,320","-","4","-","-","2023","효원로93번길 33","-","직거래","-","-"
"48","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","5","-","-","2023","효원로93번길 33","-","직거래","-","-"
"49","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","6","-","-","2023","효원로93번길 33","-","직거래","-","-"
"50","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","7","-","-","2023","효원로93번길 33","-","직거래","-","-"
"51","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","8","-","-","2023","효원로93번길 33","-","직거래","-","-"
"52","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","10","-","-","2023","효원로93번길 33","-","직거래","-","-"
"53","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","11","-","-","2023","효원로93번길 33","-","직거래","-","-"
"54","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","13","-","-","2023","효원로93번길 33","-","직거래","-","-"
"55","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","14","-","-","2023","효원로93번길 33","-","직거래","-","-"
"56","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","15","-","-","2023","효원로93번길 33","-","직거래","-","-"
"57","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","19,690","-","1","-","-","2023","효원로93번길 33","-","직거래","-","-"
"58","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","21,470","-","1","-","-","2023","효원로93번길 33","-","직거래","-","-"
"59","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","20,620","-","2","-","-","2023","효원로93번길 33","-","직거래","-","-"
"60","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,100","-","3","-","-","2023","효원로93번길 33","-","직거래","-","-"
"61","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,320","-","4","-","-","2023","효원로93번길 33","-","직거래","-","-"
"62","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","5","-","-","2023","효원로93번길 33","-","직거래","-","-"
"63","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","6","-","-","2023","효원로93번길 33","-","직거래","-","-"
"64","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","7","-","-","2023","효원로93번길 33","-","직거래","-","-"
"65","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","8","-","-","2023","효원로93번길 33","-","직거래","-","-"
"66","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","9","-","-","2023","효원로93번길 33","-","직거래","-","-"
"67","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","10","-","-","2023","효원로93번길 33","-","직거래","-","-"
"68","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","11","-","-","2023","효원로93번길 33","-","직거래","-","-"
"69","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","12","-","-","2023","효원로93번길 33","-","직거래","-","-"
"70","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","13","-","-","2023","효원로93번길 33","-","직거래","-","-"
"71","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","14","-","-","2023","효원로93번길 33","-","직거래","-","-"
"72","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","15","-","-","2023","효원로93번길 33","-","직거래","-","-"
"73","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","19,690","-","1","-","-","2023","효원로93번길 33","-","직거래","-","-"
"74","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","20,620","-","2","-","-","2023","효원로93번길 33","-","직거래","-","-"
"75","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,100","-","3","-","-","2023","효원로93번길 33","-","직거래","-","-"
"76","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,320","-","4","-","-","2023","효원로93번길 33","-","직거래","-","-"
"77","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","12","-","-","2023","효원로93번길 33","-","직거래","-","-"
"78","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","5","-","-","2023","효원로93번길 33","-","직거래","-","-"
"79","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,760","-","13","-","-","2023","효원로93번길 33","-","직거래","-","-"
"80","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,760","-","12","-","-","2023","효원로93번길 33","-","직거래","-","-"
"81","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","6","-","-","2023","효원로93번길 33","-","직거래","-","-"
"82","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","7","-","-","2023","효원로93번길 33","-","직거래","-","-"
"83","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,760","-","11","-","-","2023","효원로93번길 33","-","직거래","-","-"
"84","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","10","-","-","2023","효원로93번길 33","-","직거래","-","-"
"85","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","9","-","-","2023","효원로93번길 33","-","직거래","-","-"
"86","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","8","-","-","2023","효원로93번길 33","-","직거래","-","-"
"87","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","9","-","-","2023","효원로93번길 33","-","직거래","-","-"
"88","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","10","-","-","2023","효원로93번길 33","-","직거래","-","-"
"89","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","11","-","-","2023","효원로93번길 33","-","직거래","-","-"
"90","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","12","-","-","2023","효원로93번길 33","-","직거래","-","-"
"91","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","13","-","-","2023","효원로93번길 33","-","직거래","-","-"
"92","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","15","-","-","2023","효원로93번길 33","-","직거래","-","-"
"93","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","21,470","-","1","-","-","2023","효원로93번길 33","-","직거래","-","-"
"94","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","19,690","-","1","-","-","2023","효원로93번길 33","-","직거래","-","-"
"95","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","22,490","-","2","-","-","2023","효원로93번길 33","-","직거래","-","-"
"96","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","20,620","-","2","-","-","2023","효원로93번길 33","-","직거래","-","-"
"97","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,100","-","3","-","-","2023","효원로93번길 33","-","직거래","-","-"
"98","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,320","-","4","-","-","2023","효원로93번길 33","-","직거래","-","-"
"99","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","5","-","-","2023","효원로93번길 33","-","직거래","-","-"
"100","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","6","-","-","2023","효원로93번길 33","-","직거래","-","-"
"101","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","7","-","-","2023","효원로93번길 33","-","직거래","-","-"
"102","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","8","-","-","2023","효원로93번길 33","-","직거래","-","-"
"103","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","9","-","-","2023","효원로93번길 33","-","직거래","-","-"
"104","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","10","-","-","2023","효원로93번길 33","-","직거래","-","-"
"105","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","11","-","-","2023","효원로93번길 33","-","직거래","-","-"
"106","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","12","-","-","2023","효원로93번길 33","-","직거래","-","-"
"107","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","13","-","-","2023","효원로93번길 33","-","직거래","-","-"
"108","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","14","-","-","2023","효원로93번길 33","-","직거래","-","-"
"109","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","15","-","-","2023","효원로93번길 33","-","직거래","-","-"
"110","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","19,690","-","1","-","-","2023","효원로93번길 33","-","직거래","-","-"
"111","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","20,620","-","2","-","-","2023","효원로93번길 33","-","직거래","-","-"
"112","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,100","-","3","-","-","2023","효원로93번길 33","-","직거래","-","-"
"113","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,320","-","4","-","-","2023","효원로93번길 33","-","직거래","-","-"
"114","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","5","-","-","2023","효원로93번길 33","-","직거래","-","-"
"115","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","6","-","-","2023","효원로93번길 33","-","직거래","-","-"
"116","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","7","-","-","2023","효원로93번길 33","-","직거래","-","-"
"117","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","8","-","-","2023","효원로93번길 33","-","직거래","-","-"
"118","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","9","-","-","2023","효원로93번길 33","-","직거래","-","-"
"119","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","10","-","-","2023","효원로93번길 33","-","직거래","-","-"
"120","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","11","-","-","2023","효원로93번길 33","-","직거래","-","-"
"121","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","8","-","-","2023","효원로93번길 33","-","직거래","-","-"
"122","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","12","-","-","2023","효원로93번길 33","-","직거래","-","-"
"123","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","13","-","-","2023","효원로93번길 33","-","직거래","-","-"
"124","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","14","-","-","2023","효원로93번길 33","-","직거래","-","-"
"125","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","19,690","-","1","-","-","2023","효원로93번길 33","-","직거래","-","-"
"126","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","20,620","-","2","-","-","2023","효원로93번길 33","-","직거래","-","-"
"127","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,100","-","3","-","-","2023","효원로93번길 33","-","직거래","-","-"
"128","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,320","-","4","-","-","2023","효원로93번길 33","-","직거래","-","-"
"129","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","5","-","-","2023","효원로93번길 33","-","직거래","-","-"
"130","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","6","-","-","2023","효원로93번길 33","-","직거래","-","-"
"131","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","7","-","-","2023","효원로93번길 33","-","직거래","-","-"
"132","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","8","-","-","2023","효원로93번길 33","-","직거래","-","-"
"133","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","9","-","-","2023","효원로93번길 33","-","직거래","-","-"
"134","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","7","-","-","2023","효원로93번길 33","-","직거래","-","-"
"135","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","10","-","-","2023","효원로93번길 33","-","직거래","-","-"
"136","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","11","-","-","2023","효원로93번길 33","-","직거래","-","-"
"137","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","12","-","-","2023","효원로93번길 33","-","직거래","-","-"
"138","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","13","-","-","2023","효원로93번길 33","-","직거래","-","-"
"139","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,790","-","14","-","-","2023","효원로93번길 33","-","직거래","-","-"
"140","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","19,690","-","1","-","-","2023","효원로93번길 33","-","직거래","-","-"
"141","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","20,620","-","2","-","-","2023","효원로93번길 33","-","직거래","-","-"
"142","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,100","-","3","-","-","2023","효원로93번길 33","-","직거래","-","-"
"143","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,320","-","4","-","-","2023","효원로93번길 33","-","직거래","-","-"
"144","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","5","-","-","2023","효원로93번길 33","-","직거래","-","-"
"145","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","39.7400","202212","15","21,550","-","6","-","-","2023","효원로93번길 33","-","직거래","-","-"
"146","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","43.4600","202212","15","23,500","-","6","-","-","2023","효원로93번길 33","-","직거래","-","-"
